sim_id,timestamp,L1I_size,L1I_assoc,L1D_size,L1D_assoc,L2_size,L2_assoc,L3_size,L3_assoc,load_queue,store_queue,num_fu_read,num_fu_write,ipc,cpi,energy,edp,runtime_power,leakage_power,total_power,sim_seconds,sim_ticks
138,2025-10-29T19:42:37.560423,128kB,4,64kB,4,256kB,8,2MB,16,64,64,2,1,0.958513,1.043283,2.270674,2.3689557403,1.630080,0.546390,2.176470,0.118430,118430301304
140,2025-10-29T19:42:48.359103,128kB,4,512kB,4,256kB,8,2MB,16,64,72,4,1,0.959517,1.042191,2.431487,2.5340737004,1.747330,0.585723,2.333053,0.118306,118306326628
139,2025-10-29T19:42:49.191746,64kB,4,64kB,4,256kB,8,2MB,16,64,64,2,1,0.956470,1.045511,2.264117,2.3671590209,1.623840,0.541720,2.165560,0.118683,118683128228
141,2025-10-29T19:58:45.826255,128kB,4,512kB,4,1MB,8,2MB,16,72,64,2,1,0.959619,1.042080,2.492671,2.5975625865,1.746540,0.645475,2.392015,0.118294,118293675500
145,2025-10-29T19:59:08.425106,128kB,4,512kB,2,128kB,8,2MB,16,72,64,2,1,0.959367,1.042354,2.417642,2.5200389361,1.744270,0.575136,2.319406,0.118325,118324761632
142,2025-10-29T19:59:11.371155,128kB,4,64kB,4,512kB,8,2MB,16,64,64,2,1,0.959018,1.042733,2.291667,2.3895973205,1.630650,0.567101,2.197751,0.118368,118367799172
143,2025-10-29T19:59:13.934281,64kB,4,64kB,4,256kB,8,2MB,16,48,64,3,1,0.956475,1.045506,2.261713,2.3646343133,1.621650,0.541621,2.163271,0.118683,118682594632
144,2025-10-29T19:59:16.853662,64kB,4,64kB,4,512kB,8,2MB,16,64,72,3,1,0.958043,1.043794,2.286048,2.3861628569,1.627660,0.562473,2.190133,0.118488,118488246688
146,2025-10-29T20:14:56.195572,64kB,4,64kB,4,256kB,16,2MB,16,72,64,3,1,0.956713,1.045245,2.266189,2.3687231530,1.625220,0.542874,2.168094,0.118653,118652963632
147,2025-10-29T20:15:00.449626,64kB,4,64kB,2,256kB,8,2MB,16,72,72,3,1,0.956100,1.045916,2.214413,2.3160903588,1.576400,0.540800,2.117200,0.118729,118729144100
149,2025-10-29T20:15:11.084787,64kB,4,64kB,2,512kB,8,2MB,16,72,64,3,1,0.957689,1.044180,2.232269,2.3308905271,1.576350,0.561470,2.137820,0.118532,118532084860
148,2025-10-29T20:15:16.463619,128kB,4,128kB,4,1MB,8,2MB,16,72,72,3,2,0.959287,1.042441,2.403144,2.5051363031,1.692100,0.613205,2.305305,0.118335,118334626732
150,2025-10-29T20:15:17.576294,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
154,2025-10-29T20:31:03.574508,64kB,4,64kB,2,256kB,8,2MB,16,48,64,2,1,0.956119,1.045895,2.208844,2.3102193939,1.571300,0.540618,2.111918,0.118727,118726725068
153,2025-10-29T20:31:13.909183,128kB,4,64kB,4,512kB,8,2MB,16,72,64,2,1,0.959018,1.042733,2.292796,2.3907737705,1.631690,0.567143,2.198833,0.118368,118367799172
155,2025-10-29T20:31:17.136006,128kB,4,64kB,4,256kB,8,2MB,16,64,64,2,1,0.958513,1.043283,2.270674,2.3689557403,1.630080,0.546390,2.176470,0.118430,118430301304
151,2025-10-29T20:31:20.054914,64kB,4,64kB,2,256kB,8,2MB,16,48,64,3,1,0.956119,1.045895,2.208844,2.3102193939,1.571300,0.540618,2.111918,0.118727,118726725068
152,2025-10-29T20:31:29.187926,64kB,4,64kB,4,512kB,8,2MB,16,72,64,2,1,0.958027,1.043812,2.285169,2.3852863571,1.626780,0.562473,2.189253,0.118490,118490311576
156,2025-10-29T20:46:45.813681,64kB,4,64kB,2,512kB,8,2MB,16,64,64,2,1,0.957689,1.044180,2.231150,2.3297217127,1.575320,0.561428,2.136748,0.118532,118532084860
157,2025-10-29T20:47:11.501300,64kB,4,64kB,2,512kB,8,2MB,16,48,80,3,1,0.957699,1.044169,2.232801,2.3314214511,1.576940,0.561412,2.138352,0.118531,118530871060
159,2025-10-29T20:47:12.720211,64kB,4,64kB,2,512kB,8,2MB,16,48,72,3,1,0.957716,1.044151,2.230757,2.3292466982,1.575060,0.561371,2.136431,0.118529,118528733344
158,2025-10-29T20:47:13.651345,128kB,4,512kB,2,512kB,8,2MB,16,72,64,2,2,0.959549,1.042156,2.449970,2.5532510909,1.744470,0.606397,2.350867,0.118302,118302297764
160,2025-10-29T20:47:22.651744,64kB,4,64kB,2,512kB,16,2MB,16,72,64,3,1,0.957707,1.044161,2.233704,2.3323462562,1.576380,0.562853,2.139233,0.118530,118529964280
161,2025-10-29T21:02:28.819216,128kB,4,512kB,4,512kB,8,2MB,16,64,64,2,1,0.959566,1.042138,2.450965,2.5542435141,1.745470,0.606392,2.351862,0.118300,118300233828
163,2025-10-29T21:02:49.844065,128kB,4,64kB,4,512kB,8,2MB,16,64,64,2,1,0.959018,1.042733,2.291667,2.3895973205,1.630650,0.567101,2.197751,0.118368,118367799172
162,2025-10-29T21:02:50.720547,128kB,4,128kB,4,256kB,8,2MB,16,64,72,3,1,0.958756,1.043018,2.340430,2.4411108016,1.690490,0.553412,2.243902,0.118400,118400217628
164,2025-10-29T21:03:07.688460,128kB,4,128kB,4,128kB,8,2MB,16,48,64,2,1,0.958219,1.043603,2.325670,2.4270765325,1.685780,0.542721,2.228501,0.118467,118466558224
165,2025-10-29T21:03:09.120222,128kB,4,512kB,4,512kB,8,2MB,16,72,64,2,1,0.959566,1.042138,2.452082,2.5554077614,1.746500,0.606434,2.352934,0.118300,118300233828
166,2025-10-29T21:18:27.304356,128kB,4,512kB,8,1MB,8,2MB,16,64,64,3,2,0.959624,1.042075,2.639028,2.7500649401,1.885240,0.647234,2.532474,0.118293,118293189980
168,2025-10-29T21:18:29.062864,64kB,4,64kB,4,512kB,8,2MB,16,48,72,3,1,0.958043,1.043794,2.283658,2.3836689779,1.625470,0.562374,2.187844,0.118488,118488274296
167,2025-10-29T21:18:30.667242,64kB,4,64kB,2,512kB,8,2MB,16,64,64,2,1,0.957689,1.044180,2.231150,2.3297217127,1.575320,0.561428,2.136748,0.118532,118532084860
170,2025-10-29T21:18:37.909581,128kB,4,1MB,4,128kB,8,2MB,16,72,64,3,2,0.959551,1.042154,2.617627,2.7279706393,1.887560,0.624187,2.511747,0.118302,118302061668
169,2025-10-29T21:19:00.929587,128kB,4,64kB,4,256kB,8,2MB,16,48,64,2,1,0.958519,1.043276,2.268271,2.3664325466,1.627890,0.546291,2.174181,0.118429,118429417848
171,2025-10-29T21:34:06.560384,64kB,4,128kB,2,128kB,8,2MB,16,64,64,2,2,0.954760,1.047384,2.254059,2.3608657460,1.613930,0.538155,2.152085,0.118896,118895744100
172,2025-10-29T21:34:15.257339,64kB,4,64kB,2,256kB,16,2MB,16,72,64,3,1,0.956459,1.045523,2.213217,2.3139697517,1.574980,0.541872,2.116852,0.118685,118684597164
173,2025-10-29T21:34:18.277949,128kB,4,64kB,4,512kB,8,2MB,16,72,64,3,2,0.959018,1.042733,2.292796,2.3907737705,1.631690,0.567143,2.198833,0.118368,118367799172
174,2025-10-29T21:34:19.686685,128kB,4,512kB,4,1MB,8,2MB,16,48,72,2,1,0.959622,1.042077,2.491185,2.5960067037,1.745220,0.645376,2.390596,0.118293,118293358008
175,2025-10-29T21:34:41.364851,128kB,4,128kB,2,256kB,8,2MB,16,64,64,3,1,0.958651,1.043132,2.269684,2.3675801755,1.622460,0.553376,2.175836,0.118413,118413093904
176,2025-10-29T21:49:31.043135,128kB,4,512kB,4,1MB,8,2MB,16,72,64,3,2,0.959619,1.042080,2.492671,2.5975625865,1.746540,0.645475,2.392015,0.118294,118293675500
178,2025-10-29T21:50:02.574817,128kB,4,512kB,2,512kB,8,2MB,16,72,64,3,2,0.959549,1.042156,2.449970,2.5532510909,1.744470,0.606397,2.350867,0.118302,118302297764
177,2025-10-29T21:50:03.015412,64kB,4,64kB,2,256kB,8,2MB,16,72,72,3,1,0.956100,1.045916,2.214413,2.3160903588,1.576400,0.540800,2.117200,0.118729,118729144100
179,2025-10-29T21:50:03.775883,128kB,4,64kB,4,512kB,8,2MB,16,48,64,2,1,0.959016,1.042735,2.289276,2.3871078803,1.628450,0.567003,2.195453,0.118368,118368092864
180,2025-10-29T21:50:14.624388,128kB,4,64kB,4,128kB,8,2MB,16,48,64,2,1,0.956902,1.045039,2.259469,2.3612336596,1.626350,0.535741,2.162091,0.118630,118629618688
185,2025-10-29T22:05:47.924771,128kB,4,64kB,4,512kB,8,2MB,16,64,64,3,1,0.959018,1.042733,2.291667,2.3895973205,1.630650,0.567101,2.197751,0.118368,118367799172
182,2025-10-29T22:05:50.785478,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
183,2025-10-29T22:05:51.349431,128kB,4,512kB,4,512kB,8,2MB,16,64,64,3,1,0.959566,1.042138,2.450965,2.5542435141,1.745470,0.606392,2.351862,0.118300,118300233828
181,2025-10-29T22:05:52.326247,128kB,4,512kB,4,512kB,8,2MB,16,64,64,2,1,0.959566,1.042138,2.450965,2.5542435141,1.745470,0.606392,2.351862,0.118300,118300233828
184,2025-10-29T22:05:55.901104,128kB,4,64kB,4,256kB,8,2MB,16,48,64,2,1,0.958519,1.043276,2.268271,2.3664325466,1.627890,0.546291,2.174181,0.118429,118429417848
188,2025-10-29T22:21:24.491858,128kB,4,64kB,4,256kB,8,2MB,16,48,64,2,1,0.958519,1.043276,2.268271,2.3664325466,1.627890,0.546291,2.174181,0.118429,118429417848
187,2025-10-29T22:21:25.574325,128kB,4,512kB,2,512kB,8,2MB,16,72,64,3,2,0.959549,1.042156,2.449970,2.5532510909,1.744470,0.606397,2.350867,0.118302,118302297764
186,2025-10-29T22:21:37.108576,64kB,4,128kB,2,512kB,8,2MB,16,48,64,2,1,0.958094,1.043739,2.280756,2.3805134654,1.615860,0.569318,2.185178,0.118482,118482012516
190,2025-10-29T22:21:38.189224,128kB,4,128kB,4,1MB,8,2MB,16,64,80,2,1,0.959288,1.042440,2.404059,2.5060877762,1.692980,0.613205,2.306185,0.118335,118334589128
189,2025-10-29T22:21:39.552038,128kB,4,512kB,4,256kB,8,2MB,16,64,64,3,1,0.959493,1.042217,2.429492,2.5320581208,1.745400,0.585681,2.331081,0.118309,118309214044
192,2025-10-29T22:37:12.222056,128kB,4,128kB,4,1MB,8,2MB,16,64,72,3,1,0.959287,1.042441,2.402028,2.5039724653,1.691070,0.613164,2.304234,0.118335,118334626732
193,2025-10-29T22:37:16.625374,128kB,4,512kB,4,128kB,16,2MB,16,64,72,2,1,0.959483,1.042228,2.420708,2.5229295899,1.747310,0.575318,2.322628,0.118310,118310497816
191,2025-10-29T22:37:16.724085,128kB,4,512kB,8,1MB,8,2MB,16,48,72,3,1,0.959628,1.042071,2.638656,2.7496670164,1.884950,0.647177,2.532127,0.118293,118292635440
194,2025-10-29T22:37:17.005129,128kB,4,64kB,4,512kB,8,2MB,16,48,64,2,1,0.959016,1.042735,2.289276,2.3871078803,1.628450,0.567003,2.195453,0.118368,118368092864
195,2025-10-29T22:37:17.671806,128kB,4,512kB,4,512kB,8,2MB,16,64,72,3,1,0.959582,1.042120,2.452967,2.5562860397,1.747390,0.606434,2.353824,0.118298,118298200356
198,2025-10-29T22:52:33.814247,64kB,4,64kB,2,256kB,8,2MB,16,48,64,3,1,0.956119,1.045895,2.208844,2.3102193939,1.571300,0.540618,2.111918,0.118727,118726725068
197,2025-10-29T22:52:40.066981,128kB,4,128kB,2,512kB,8,2MB,16,64,64,2,1,0.959012,1.042740,2.290897,2.3888095747,1.622910,0.574087,2.196997,0.118369,118368627888
200,2025-10-29T22:52:43.522846,128kB,4,64kB,4,512kB,8,2MB,16,48,72,3,2,0.959028,1.042722,2.291292,2.3891804944,1.630370,0.567044,2.197414,0.118367,118366640112
199,2025-10-29T22:52:46.029384,128kB,4,512kB,2,128kB,8,2MB,16,72,64,2,1,0.959367,1.042354,2.417642,2.5200389361,1.744270,0.575136,2.319406,0.118325,118324761632
196,2025-10-29T22:52:47.832012,128kB,4,64kB,8,1MB,8,2MB,16,64,64,2,2,0.959209,1.042526,2.556560,2.6652807362,1.843760,0.608515,2.452275,0.118344,118344365692
201,2025-10-29T23:08:01.557681,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
203,2025-10-29T23:08:07.872730,128kB,4,64kB,4,1MB,8,2MB,16,64,64,3,1,0.959158,1.042581,2.332120,2.4314242589,1.630730,0.606142,2.236872,0.118351,118350516564
204,2025-10-29T23:08:14.954116,128kB,4,512kB,4,1MB,8,2MB,16,64,64,3,1,0.959619,1.042080,2.491554,2.5963984688,1.745510,0.645433,2.390943,0.118294,118293675500
205,2025-10-29T23:08:15.413598,64kB,4,64kB,2,512kB,8,2MB,16,64,64,2,1,0.957689,1.044180,2.231150,2.3297217127,1.575320,0.561428,2.136748,0.118532,118532084860
202,2025-10-29T23:08:17.040294,128kB,4,512kB,4,1MB,8,2MB,16,64,64,2,1,0.959619,1.042080,2.491554,2.5963984688,1.745510,0.645433,2.390943,0.118294,118293675500
207,2025-10-29T23:23:27.029246,64kB,4,64kB,4,128kB,8,2MB,16,72,64,3,1,0.954388,1.047792,2.256411,2.3642490193,1.622280,0.531211,2.153491,0.118942,118942140296
208,2025-10-29T23:23:29.260955,64kB,4,64kB,2,128kB,8,2MB,16,48,72,3,1,0.954174,1.048027,2.201914,2.3076654906,1.570900,0.530109,2.101009,0.118969,118968812480
206,2025-10-29T23:23:44.261222,64kB,4,64kB,2,256kB,8,2MB,16,48,64,3,1,0.956119,1.045895,2.208844,2.3102193939,1.571300,0.540618,2.111918,0.118727,118726725068
209,2025-10-29T23:23:47.654552,128kB,4,64kB,4,1MB,8,2MB,16,64,64,3,2,0.959158,1.042581,2.332120,2.4314242589,1.630730,0.606142,2.236872,0.118351,118350516564
210,2025-10-29T23:23:49.283642,128kB,4,512kB,4,1MB,8,2MB,16,72,64,3,1,0.959619,1.042080,2.492671,2.5975625865,1.746540,0.645475,2.392015,0.118294,118293675500
215,2025-10-29T23:39:12.023930,64kB,4,64kB,2,256kB,8,2MB,16,64,64,3,1,0.956139,1.045873,2.211223,2.3126588446,1.573520,0.540717,2.114237,0.118724,118724321744
211,2025-10-29T23:39:14.112090,128kB,4,64kB,2,256kB,8,2MB,16,48,64,3,1,0.958228,1.043593,2.215432,2.3120094317,1.577600,0.545289,2.122889,0.118465,118465426772
213,2025-10-29T23:39:14.405357,64kB,4,64kB,2,512kB,8,2MB,16,48,72,3,1,0.957716,1.044151,2.230757,2.3292466982,1.575060,0.561371,2.136431,0.118529,118528733344
212,2025-10-29T23:39:14.699986,64kB,4,64kB,2,128kB,8,2MB,16,64,72,3,1,0.954183,1.048017,2.204303,2.3101465353,1.573100,0.530208,2.103308,0.118968,118967603916
214,2025-10-29T23:39:15.332533,128kB,4,128kB,4,1MB,8,2MB,16,48,72,2,1,0.959287,1.042441,2.399631,2.5014741806,1.688870,0.613065,2.301935,0.118335,118334626732
216,2025-10-29T23:54:24.839881,64kB,4,512kB,2,128kB,8,2MB,16,64,64,2,1,0.957975,1.043869,2.409483,2.5151851094,1.737800,0.570424,2.308224,0.118497,118496810880
219,2025-10-29T23:54:36.639883,64kB,4,64kB,2,512kB,8,2MB,16,48,64,2,1,0.957689,1.044180,2.228749,2.3272150857,1.573120,0.561329,2.134449,0.118532,118532084860
218,2025-10-29T23:54:41.283942,128kB,4,64kB,4,256kB,8,2MB,16,48,72,2,1,0.958441,1.043361,2.270409,2.3688560316,1.629720,0.546333,2.176053,0.118439,118439133960
217,2025-10-29T23:54:44.041655,128kB,4,512kB,2,1MB,8,2MB,16,64,64,3,1,0.959563,1.042141,2.489504,2.5944141233,1.743440,0.645396,2.388836,0.118301,118300586068
220,2025-10-29T23:54:47.366434,128kB,4,512kB,4,1MB,8,2MB,16,64,72,2,1,0.959629,1.042069,2.493562,2.5984633469,1.747420,0.645475,2.392895,0.118292,118292425524
221,2025-10-30T00:09:32.348596,64kB,4,64kB,2,128kB,8,2MB,16,48,72,3,1,0.954174,1.048027,2.201914,2.3076654906,1.570900,0.530109,2.101009,0.118969,118968812480
222,2025-10-30T00:09:55.702730,128kB,4,128kB,2,256kB,8,2MB,16,64,72,3,1,0.958637,1.043148,2.271734,2.3697551267,1.624350,0.553418,2.177768,0.118415,118414962204
223,2025-10-30T00:10:02.828839,128kB,4,1MB,4,1MB,8,2MB,16,72,64,2,1,0.959641,1.042056,2.690795,2.8039589902,1.887710,0.694488,2.582198,0.118291,118290900896
224,2025-10-30T00:10:04.037923,64kB,4,64kB,2,512kB,8,2MB,16,48,72,3,1,0.957716,1.044151,2.230757,2.3292466982,1.575060,0.561371,2.136431,0.118529,118528733344
225,2025-10-30T00:10:10.797181,128kB,4,64kB,4,1MB,8,2MB,16,64,64,3,2,0.959158,1.042581,2.332120,2.4314242589,1.630730,0.606142,2.236872,0.118351,118350516564
226,2025-10-30T00:24:54.528449,128kB,4,1MB,8,1MB,8,2MB,16,48,64,3,2,0.959679,1.042015,2.787559,2.9046782199,1.980240,0.694922,2.675162,0.118286,118286348432
227,2025-10-30T00:25:09.246066,128kB,4,512kB,4,1MB,8,2MB,16,64,64,2,1,0.959619,1.042080,2.491554,2.5963984688,1.745510,0.645433,2.390943,0.118294,118293675500
228,2025-10-30T00:25:23.942396,64kB,4,64kB,2,256kB,8,2MB,16,48,64,3,1,0.956119,1.045895,2.208844,2.3102193939,1.571300,0.540618,2.111918,0.118727,118726725068
230,2025-10-30T00:25:28.811868,128kB,4,64kB,4,512kB,8,2MB,16,48,72,3,2,0.959028,1.042722,2.291292,2.3891804944,1.630370,0.567044,2.197414,0.118367,118366640112
229,2025-10-30T00:25:32.075862,128kB,4,128kB,4,1MB,8,2MB,16,64,64,3,1,0.959234,1.042498,2.400062,2.5020596582,1.689100,0.613122,2.302222,0.118341,118341197436
231,2025-10-30T00:40:08.557059,64kB,4,64kB,4,512kB,8,2MB,16,48,64,2,1,0.958025,1.043814,2.281654,2.3816226326,1.623550,0.562332,2.185882,0.118491,118490561000
232,2025-10-30T00:40:20.248616,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
233,2025-10-30T00:40:35.304354,128kB,4,128kB,4,1MB,8,2MB,16,64,64,2,2,0.959234,1.042498,2.400062,2.5020596582,1.689100,0.613122,2.302222,0.118341,118341197436
234,2025-10-30T00:40:45.992673,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
235,2025-10-30T00:40:50.253592,128kB,4,512kB,2,128kB,8,2MB,16,64,64,2,1,0.959367,1.042354,2.416514,2.5188633411,1.743230,0.575094,2.318324,0.118325,118324761632
236,2025-10-30T00:55:19.002958,64kB,4,64kB,2,512kB,8,2MB,16,64,64,3,2,0.957689,1.044180,2.231150,2.3297217127,1.575320,0.561428,2.136748,0.118532,118532084860
237,2025-10-30T00:55:27.374994,128kB,4,512kB,4,1MB,8,2MB,16,64,64,2,1,0.959619,1.042080,2.491554,2.5963984688,1.745510,0.645433,2.390943,0.118294,118293675500
239,2025-10-30T00:55:52.302099,128kB,4,512kB,4,256kB,8,2MB,16,64,64,3,1,0.959493,1.042217,2.429492,2.5320581208,1.745400,0.585681,2.331081,0.118309,118309214044
238,2025-10-30T00:55:52.757999,128kB,4,512kB,4,512kB,8,2MB,16,64,64,3,1,0.959566,1.042138,2.450965,2.5542435141,1.745470,0.606392,2.351862,0.118300,118300233828
240,2025-10-30T00:55:53.020286,64kB,4,64kB,2,128kB,8,2MB,16,48,72,3,1,0.954174,1.048027,2.201914,2.3076654906,1.570900,0.530109,2.101009,0.118969,118968812480
242,2025-10-30T01:10:59.576069,128kB,4,64kB,2,128kB,8,2MB,16,64,72,3,1,0.956677,1.045285,2.210913,2.3110337946,1.580250,0.534879,2.115129,0.118658,118657508480
241,2025-10-30T01:11:03.660053,64kB,4,64kB,2,256kB,8,2MB,16,64,64,3,1,0.956139,1.045873,2.211223,2.3126588446,1.573520,0.540717,2.114237,0.118724,118724321744
243,2025-10-30T01:11:11.672493,128kB,4,64kB,4,1MB,8,2MB,16,64,64,3,2,0.959158,1.042581,2.332120,2.4314242589,1.630730,0.606142,2.236872,0.118351,118350516564
245,2025-10-30T01:11:12.687814,128kB,4,128kB,4,1MB,8,2MB,16,48,72,2,1,0.959287,1.042441,2.399631,2.5014741806,1.688870,0.613065,2.301935,0.118335,118334626732
244,2025-10-30T01:11:21.515567,64kB,4,64kB,2,128kB,8,2MB,16,64,72,2,1,0.954183,1.048017,2.204303,2.3101465353,1.573100,0.530208,2.103308,0.118968,118967603916
247,2025-10-30T01:26:09.104974,128kB,4,128kB,2,256kB,8,2MB,16,64,64,3,1,0.958651,1.043132,2.269684,2.3675801755,1.622460,0.553376,2.175836,0.118413,118413093904
246,2025-10-30T01:26:09.365278,64kB,4,64kB,4,128kB,8,2MB,16,48,64,3,1,0.954376,1.047805,2.252906,2.3606066812,1.619050,0.531070,2.150120,0.118944,118943594476
248,2025-10-30T01:26:21.624776,128kB,4,512kB,4,128kB,8,2MB,16,48,64,2,1,0.959473,1.042239,2.416141,2.5181967748,1.743190,0.575032,2.318222,0.118312,118311723040
249,2025-10-30T01:26:26.575111,128kB,4,512kB,4,1MB,8,2MB,16,64,72,2,1,0.959629,1.042069,2.493562,2.5984633469,1.747420,0.645475,2.392895,0.118292,118292425524
250,2025-10-30T01:26:33.578764,128kB,4,64kB,4,256kB,8,2MB,16,48,64,2,1,0.958519,1.043276,2.268271,2.3664325466,1.627890,0.546291,2.174181,0.118429,118429417848
252,2025-10-30T01:41:23.176756,128kB,4,64kB,4,1MB,8,2MB,16,64,64,2,2,0.959158,1.042581,2.332120,2.4314242589,1.630730,0.606142,2.236872,0.118351,118350516564
251,2025-10-30T01:41:42.638401,128kB,4,64kB,4,1MB,8,2MB,16,64,64,3,2,0.959158,1.042581,2.332120,2.4314242589,1.630730,0.606142,2.236872,0.118351,118350516564
253,2025-10-30T01:41:51.041204,128kB,4,64kB,4,512kB,8,2MB,16,48,72,3,2,0.959028,1.042722,2.291292,2.3891804944,1.630370,0.567044,2.197414,0.118367,118366640112
254,2025-10-30T01:41:51.552414,128kB,4,1MB,2,1MB,8,2MB,16,48,64,2,2,0.959619,1.042080,2.684450,2.7974118477,1.882600,0.693450,2.576050,0.118294,118293718340
255,2025-10-30T01:42:00.498252,128kB,4,1MB,4,1MB,8,2MB,16,72,64,2,1,0.959641,1.042056,2.690795,2.8039589902,1.887710,0.694488,2.582198,0.118291,118290900896
256,2025-10-30T01:56:34.916041,64kB,4,128kB,2,128kB,8,2MB,16,64,64,3,1,0.954760,1.047384,2.254059,2.3608657460,1.613930,0.538155,2.152085,0.118896,118895744100
257,2025-10-30T01:56:55.635931,128kB,4,128kB,4,1MB,8,2MB,16,64,72,3,1,0.959287,1.042441,2.402028,2.5039724653,1.691070,0.613164,2.304234,0.118335,118334626732
259,2025-10-30T01:56:57.464844,64kB,4,512kB,2,128kB,8,2MB,16,64,64,2,1,0.957975,1.043869,2.409483,2.5151851094,1.737800,0.570424,2.308224,0.118497,118496810880
258,2025-10-30T01:56:59.971138,64kB,4,512kB,2,256kB,8,2MB,16,48,72,3,1,0.958524,1.043271,2.419551,2.5242473636,1.738280,0.580917,2.319197,0.118429,118428867116
260,2025-10-30T01:57:16.747732,128kB,4,64kB,4,1MB,8,2MB,16,64,64,3,2,0.959158,1.042581,2.332120,2.4314242589,1.630730,0.606142,2.236872,0.118351,118350516564
261,2025-10-30T02:11:46.716625,128kB,4,64kB,2,128kB,8,2MB,16,64,72,3,1,0.956677,1.045285,2.210913,2.3110337946,1.580250,0.534879,2.115129,0.118658,118657508480
263,2025-10-30T02:12:07.543708,128kB,4,512kB,4,1MB,8,2MB,16,48,72,2,1,0.959622,1.042077,2.491185,2.5960067037,1.745220,0.645376,2.390596,0.118293,118293358008
264,2025-10-30T02:12:14.880695,64kB,4,64kB,2,128kB,8,2MB,16,64,72,3,1,0.954183,1.048017,2.204303,2.3101465353,1.573100,0.530208,2.103308,0.118968,118967603916
262,2025-10-30T02:12:18.579444,64kB,4,64kB,2,256kB,16,2MB,16,72,64,3,1,0.956459,1.045523,2.213217,2.3139697517,1.574980,0.541872,2.116852,0.118685,118684597164
265,2025-10-30T02:12:33.268125,64kB,4,64kB,2,256kB,8,2MB,16,48,64,3,1,0.956119,1.045895,2.208844,2.3102193939,1.571300,0.540618,2.111918,0.118727,118726725068
266,2025-10-30T02:26:58.331812,64kB,4,512kB,4,1MB,16,2MB,16,48,64,3,1,0.958619,1.043167,2.487353,2.5947250614,1.738520,0.645905,2.384425,0.118417,118417075644
267,2025-10-30T02:27:10.016552,64kB,4,64kB,4,128kB,8,2MB,16,48,64,3,1,0.954376,1.047805,2.252906,2.3606066812,1.619050,0.531070,2.150120,0.118944,118943594476
268,2025-10-30T02:27:26.179634,128kB,4,512kB,8,1MB,8,2MB,16,48,64,3,2,0.959628,1.042071,2.636632,2.7475581754,1.883050,0.647135,2.530185,0.118293,118292660668
269,2025-10-30T02:27:28.682713,128kB,4,512kB,4,1MB,8,2MB,16,72,64,2,1,0.959619,1.042080,2.492671,2.5975625865,1.746540,0.645475,2.392015,0.118294,118293675500
270,2025-10-30T02:27:39.461964,128kB,4,64kB,2,512kB,8,2MB,16,48,64,2,1,0.958693,1.043087,2.236483,2.3328461727,1.578100,0.566000,2.144100,0.118408,118408029740
271,2025-10-30T02:42:50.702275,128kB,4,64kB,2,128kB,8,2MB,16,64,64,3,1,0.956719,1.045239,2.208827,2.3087524134,1.578390,0.534837,2.113227,0.118652,118652251536
274,2025-10-30T02:42:50.849199,128kB,4,512kB,4,1MB,8,2MB,16,72,72,2,1,0.959629,1.042069,2.494688,2.5996372132,1.748460,0.645516,2.393976,0.118292,118292425524
272,2025-10-30T02:42:51.023251,128kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.956670,1.045292,2.206494,2.3064308809,1.576150,0.534738,2.110888,0.118658,118658350524
273,2025-10-30T02:43:01.694786,128kB,4,128kB,4,512kB,8,2MB,16,48,72,2,1,0.959152,1.042588,2.359162,2.4596338566,1.688770,0.574024,2.262794,0.118351,118351385740
275,2025-10-30T02:43:01.883782,128kB,4,64kB,8,1MB,8,2MB,16,48,64,3,1,0.959209,1.042526,2.554164,2.6627820440,1.841560,0.608416,2.449976,0.118344,118344365692
277,2025-10-30T02:57:47.597212,128kB,4,512kB,2,128kB,8,2MB,16,48,64,3,1,0.959367,1.042354,2.414118,2.5163654734,1.741030,0.574995,2.316025,0.118325,118324855880
278,2025-10-30T02:58:00.398218,64kB,4,64kB,2,128kB,8,2MB,16,48,64,3,1,0.954155,1.048048,2.199902,2.3056029020,1.568980,0.530067,2.099047,0.118971,118971120128
276,2025-10-30T02:58:06.848242,128kB,4,512kB,4,256kB,8,2MB,16,64,64,4,1,0.959493,1.042217,2.429492,2.5320581208,1.745400,0.585681,2.331081,0.118309,118309214044
280,2025-10-30T02:58:11.722315,128kB,4,512kB,2,256kB,8,2MB,16,64,72,3,1,0.959442,1.042273,2.429461,2.5321618496,1.745240,0.585686,2.330926,0.118316,118315632428
